creator,base_model_count,total_derivatives,avg_downloads
Jae-star,1,1,1.0
hnda,1,2,123.0
hmellor,1,4,1572569.0
Jacaranda,1,26,76.0
hkust-nlp,1,2,11.0
hkss,1,2,6.0
hiyouga,1,1,833.0
hivaze,1,1,4.0
hishab,1,1,767.0
JJhooww,1,2,12.0
JFernandoGRE,1,1,0.0
himum,1,1,4.0
JCholder,1,1,7.0
JCX-kcuf,1,1,121.0
ClassCat,1,4,137.0
ChuckMcSneed,1,2,111.0
Inventors-Hub,1,1,0.0
zioBoe,1,1,0.0
humain-ai,1,36,8750.0
hugsid,1,1,0.0
hugohrban,1,2,8643.0
ziniuli,1,1,110.0
hugginguwe,1,3,3.0
huggingface-course,1,2,41.0
huehui,1,2,27.0
hsiehpinghan,1,1,2.0
hsan512,1,1,0.0
JoSw-14,1,2,2.0
i3-lab,1,1,2.0
Jithendra-k,1,1,0.0
hyper-accel,1,1,698.0
hypaai,1,1,3.0
hxia7,1,1,4.0
Jiraya,1,1,2.0
Jimmyhd,1,1,5.0
Columbia-NLP,1,1,4.0
Coloss,1,2,1.0
Collective-Ai,1,1,3.0
Cognitive-Machines-Labs,1,2,4.0
Cognitive-Lab,1,45,5.0
CogBase-USTC,1,1,4.0
Jiayi-Pan,1,3,2539.0
Codexister,1,1,0.0
CodeAtCMU,1,32,1.0
ihughes15234,1,2,1.0
ihalage,1,1,732.0
igriv,1,1,2.0
igorktech,1,2,5.0
igorMt3407,1,1,0.0
ighoshsubho,1,1,14.0
ifable,1,28,43.0
ichigoberry,1,1,113.0
ibrainf,1,1,0.0
ibrahimkettaneh,1,1,0.0
Jianyuan1,1,1,8.0
ibivibiv,1,1,731.0
iamtatsuki05,1,1,2.0
iamsahinemir,1,1,5.0
iamkhadke,1,1,3.0
iAlice2022,1,1,0.0
instructkr,1,1,708.0
informatiker,1,1,11.0
Jiangzs,1,1,54.0
indonesian-nlp,1,1,290.0
indobenchmark,1,11,248.0
Jgdshkovi,1,1,0.0
imvbhuvan,1,2,0.0
imsanjoykb,1,1,3.0
imone,1,1,6.0
imdatta0,1,1,954.0
imTheGodfather,1,2,0.0
iliemihai,1,1,50.0
JetBrains-Research,1,3,747.0
Jayant9928,1,2,18.0
ikala,1,1,15.0
ihumaunkabir,1,1,0.0
iujinasena,1,1,1.0
itspat,1,1,0.0
itsliupeng,1,1,800.0
itpossible,1,1,6.0
istiak101,1,1,0.0
JasperV13,1,1,1.0
ishorn5,1,1,846.0
ishaanxgupta,1,1,1.0
Jasaa,1,1,0.0
isakovsh,1,1,2.0
irusl,1,4,0.0
ipryzk,1,2,0.0
KBTG-Labs,1,2,15.0
intervitens,1,28,60.0
intaek-alignai,1,1,1.0
inswave,1,1,751.0
jeff31415,1,4,124.0
KAkston,1,1,3.0
JunxiongWang,1,1,0.0
jdopensource,1,18,1807.0
jdakillah,1,1,1.0
Juniplayground,1,1,771.0
jayavibhav,1,5,0.0
jawadmohmmad,1,1,0.0
JunchengXie,1,1,105.0
jarradh,1,3,963.0
jamesohe,1,1,4.0
jamesdborin,1,1,5.0
jambroz,1,1,113.0
jakeboggs,1,1,4.0
jajajou,1,1,0.0
iustinnn,1,1,3.0
Chat2DB,1,1,43.0
Charlotte-LLM-FAMILY,1,1,335.0
JordiOrtega,1,1,2.0
Chan2chan1,1,1,5.0
JonusNattapong,1,1,7.0
jhlim8,1,1,0.0
jetmoe,1,2,2738.0
jesse-tong,1,1,0.0
Johstracke,1,1,0.0
jeremierostan,1,1,2.0
jeradf,1,1,1.0
Johnyquest7,1,1,0.0
jena-shreyas,1,1,0.0
jekunz,1,1,12.0
JoaoVitorIA,1,1,0.0
jeffrey-fong,1,1,4.0
jjlee6496,1,1,0.0
jiosephlee,1,6,358.0
jinv2,1,1,0.0
jinoy,1,1,2.0
jinjinjinjinjinjin,1,1,6.0
IndexTeam,1,2,119.0
jin05102518,1,1,4.0
jiangcongtao,1,1,0.0
Chuanming,1,1,1.0
ChuGyouk,1,8,130.0
ChrisCoffey,1,1,3.0
Chris126,1,1,2.0
Karthik-Rao-4572,1,1,0.0
ChillyMango,1,1,1.0
ChevalierJoseph,1,1,1.0
ChenWeiLi,1,1,6.0
jtl11,1,1,6.0
Karsh-CAI,1,1,0.0
jsfs11,1,4,105.0
jsbeaudry,1,1,1.0
jrc,1,1,13.0
jrahn,1,1,1.0
jpandeinge,1,1,0.0
Karko,1,1,753.0
jordiclive,1,2,927.0
Karako64,1,2,3.0
johnuwaishe,1,1,0.0
joelewing,1,2,0.0
jnjj,1,1,35.0
jncraton,1,1,2.0
jknottllm,1,1,2.0
jjourney1125,1,1,6.0
k050506koch,1,1,9.0
jyanjain,1,2,3.0
KaraKaraWitch,1,1,3.0
jwjeong,1,1,1.0
jwhisenhunt,1,1,81.0
juyongjiang,1,2,44.0
Kaleemullah,1,2,0.0
justinphan3110,1,1,3.0
justinj92,1,1,0.0
jusKnows,1,2,1.0
junzzhu,1,1,2.0
junfengzhou,1,1,95.0
junelee,1,2,1899.0
jun2114,1,1,0.0
juengsi,1,1,2.0
juancopi81,1,2,3.0
kcoopermiller,1,3,1.0
kawaimasa,1,3,19.0
KaeriJenti,1,4,891.0
kavanmevada,1,1,0.0
Kabster,1,1,112.0
karunyads,1,1,2.0
KORMo-Team,1,4,465.0
karanjaWakaba,1,5,0.0
kapturecx,1,1,1.0
kamaboko2007,1,1,1.0
KOCDIGITAL,1,1,30.0
kalomaze,1,1,0.0
KBlueLeaf,1,1,9471.0
kali-v,1,1,0.0
kajuyerim,1,1,2.0
kaiiddo,1,2,1.0
CNBOOMBOOM,1,1,0.0
CKKKILLER,1,1,0.0
kingabzpro,1,2,12.0
kikikara,1,1,0.0
khoantap,1,1,3.0
khKim,1,1,5.0
kh4dien,1,1,1.0
KingNish,1,1,0.0
kettleguts,1,1,107.0
keskin-oguzhan,1,1,3.0
kenzrx,1,3,9.0
kenpath,1,1,17261.0
KingKDB,1,1,3.0
kenhktsui,1,1,125.0
keko24,1,1,0.0
keeeeenw,1,10,308.0
kongp007,1,1,0.0
kno10,1,1,115.0
kmkrworks,1,2,4.0
klyang,1,1,1329.0
KennethTM,1,1,6.0
kkirchheim,1,4,267.0
KatyMergeTesting,1,1,3.0
CerebrumTech,1,1,23.0
CausalNLP,1,6,167.0
Catalsyt-Corporation,1,1,3.0
Casual-Autopsy,1,1,4.0
KathirKs,1,1,3.0
CarperAI,1,1,149.0
CardinalOperations,1,1,158.0
Intel,1,2,1470.0
CUAIStudents,1,1,1.0
InnovationHacksAI,1,1,1.0
kwaikeg,1,1,3.0
Inishds,1,1,3.0
kunley2,1,1,2.0
kumudhaa,1,1,0.0
kumapo,1,2,0.0
kuanhoong,1,1,4.0
ku-nlp,1,1,352.0
ksjpswaroop,1,1,405.0
krory,1,3,2.0
InfosysEnterprise,1,1,13.0
InfiniAILab,1,1,0.0
krevas,1,2,110.0
kraalfar,1,3,2.0
kp15,1,1,0.0
LLMcompe-Team-Watanabe,1,2,0.0
leekanghoun1,1,1,8.0
LDES777,1,1,1.0
lcz529959,1,3,1.0
lchaloupsky,1,1,6.0
lazy-guy12,1,1,735.0
laurent-maille,1,2,0.0
lashid11,1,1,1.0
larryvrh,1,2,838.0
LDCC,1,18,772.0
lamliki,1,1,0.0
lamini,1,5,1133.0
Kwai-Klear,1,1,0.0
KvrParaskevi,1,1,3.0
lainshower,1,1,6.0
laihuiyuan,1,1,7.0
lab2-as,1,1,0.0
liangshuxin,1,1,2.0
liangel,1,6,3.0
liam-mnlp,1,2,2.0
Kurkur99,1,1,2.0
Kunger,1,1,0.0
leveldevai,1,3,1353.0
letgoofthepizza,1,1,1.0
leslyarun,1,2,2.0
leolaish,1,1,14.0
leo35100523,1,1,0.0
lemonteaa,1,1,1.0
Kowshik24,1,2,0.0
lemon-mint,1,1,289.0
lelapa,1,10,192.0
leeminwaan,1,1,0.0
leekh7624,1,1,5.0
lighteternal,1,3,21.0
light77,1,1,1.0
lifeofcoding,1,1,5.0
CK0607,1,1,4.0
Korabbit,1,2,16.0
CEIA-POSITIVO,1,1,1451.0
Knobi3,1,1,4.0
KishoreK,1,2,3.0
ByteResearch,1,1,14.0
Buuhzerah,1,1,31.0
Bumoch,1,1,43.0
BrunoGR,1,1,5.0
Bronya-Rand,1,2,3.0
Kirim-ai,1,3,0.0
BrettC,1,1,10.0
BramVanroy,1,3,754.0
lmassaron,1,2,80.0
lloorree,1,1,10.0
ICEPVP8977,1,4,8.0
lleticiasilvaa,1,1,0.0
llamas-community,1,2,312.0
lizpreciatior,1,17,925.0
IBI-CAAI,1,1,3.0
liyuesen,1,1,350.0
liyinghong,1,1,5.0
livil,1,1,7.0
litert-community,1,1,33.0
IAmSkyDra,1,1,53.0
lionking927,1,1,3.0
HyzeAI,1,1,2.0
limloop,1,1,179.0
limajr,1,1,0.0
HyunCello,1,1,7.0
luizlzg,1,1,0.0
luigicfilho,1,1,2.0
luhaoran,1,29,0.0
lucyknada,1,10,27.0
lsw0570168,1,1,2.0
lpetreadg,1,1,3.0
lotran12,1,1,0.0
LinkSoul,1,1,861.0
lordChipotle,1,1,0.0
lopezhansel,1,1,2.0
longtc,1,1,0.0
longdnk20,1,1,4.0
lokaspire,1,1,2.0
LingoIITGN,1,2,96.0
lmq1909,1,2,0.0
manupande21,1,1,0.0
Liangmingxin,1,1,104.0
maneln,1,1,0.0
manbull,1,1,2.0
mambiux,1,2,1.0
LazarusNLP,1,1,6.0
mahiatlinux,1,1,3.0
madroid,1,1,25.0
macabdul9,1,1,0.0
Larouyan,1,1,1.0
lzw1008,1,1,86.0
Langboat,1,2,8584.0
LRM-Conta-Detection-Arena,1,1,0.0
lvwerra,1,23,12371.0
lvkaokao,1,2,137.0
luvres,1,1,0.0
Bllossom,1,26,2066.0
Blizado,1,1,0.0
BlackFear,1,1,2.0
Biomimicry-AI,1,1,739.0
BioMistral,1,210,96220.0
Lumpen1,1,1,2.0
matrixglitch,1,1,2.0
matlok,1,2,3.0
masa-research,1,1,4.0
LukAss8,1,1,0.0
marketeam,1,4,44.0
maritaca-ai,1,3,340.0
LouisML,1,2,33.0
marianna13,1,1,20.0
LoneStriker,1,1,3.0
marcelbinz,1,5,731.0
IRUCAAI,1,1,0.0
maximuslee07,1,1,772.0
maximalists,1,3,4.0
INX-TEXT,1,1,0.0
matsuo-lab,1,1,807.0
matsant01,1,1,8.0
matrs01,1,1,0.0
matrixportalx,1,2,1.0
BrainWave-ML,1,1,2.0
BotCuddles,1,1,4.0
Bondds,1,1,0.0
Bogoo,1,1,0.0
INAGUA,1,1,4.0
IDoNotHaveAName,1,2,5.0
Bluckr,1,1,5.0
IDEA-CCNL,1,3,145.0
micaebe,1,1,0.0
ICTNLP,1,1,3.0
MagicalAlchemist,1,1,162.0
mergekit-community,1,1,2.0
melisa,1,2,2.0
melino2000,1,1,1.0
mekongai,1,1,4.0
mekaneeky,1,1,0.0
megaaziib,1,1,4.0
MadShift,1,1,1.0
mediocredev,1,1,787.0
median-group,1,1,3.0
MadMarx37,1,1,3.0
mdonigian,1,1,29.0
Ma7ee7,1,1,1.0
MR-Eder,1,1,4.0
BanglaLLM,1,5,8.0
BallisticAI,1,1,2.0
BallAdMyFi,1,1,0.0
Bahasalab,1,1,3.0
mirlab,1,4,4.0
MNCJ1hun,1,1,6.0
minions-stanford,1,2,0.0
minhtuan7akp,1,1,2.0
minhtt,1,1,5.0
minhnguyent546,1,2,5.0
mindy-labs,1,3,743.0
minato-ryan,1,1,6.0
mikhaelcohen,1,1,3.0
MNC-Jihun,1,13,9.0
MLking2,1,6,5.0
mifeng09,1,2,0.0
ml6team,1,2,5.0
MCES10,1,1,647.0
mjmanashti,1,2,35.0
mixtao,1,3,20462.0
mixedbread-ai,1,1,6451.0
MAISAAI,1,2,119.0
BiMediX,1,1,11.0
M1LL1X,1,1,6.0
Luoaho,1,1,2.0
BenBranyon,1,1,0.0
BeaverAI,1,1,2.0
BePresent,1,1,5.0
Lunzima,1,4,17.0
Baon2024,1,1,15.0
BaoLocTown,1,1,0.0
Mattimax,1,1,9.0
mostafaHaydar,1,1,0.0
morenolq,1,2,9.0
moreh,1,2,0.0
moondriller,1,1,2.0
moondream,1,1,74996.0
monology,1,4,733.0
mohammedbriman,1,3,4.0
Mattia2700,1,2,0.0
MatthieuJ,1,3,7.0
MathLLMs,1,1,50.0
mmnga,1,2,14.0
mmmanuel,1,4,3.0
mlsquare,1,1,2.0
MathGenie,1,1,4.0
Masterjp123,1,1,1.0
mlgawd,1,1,4.0
mukaj,1,13,841.0
muhtasham,1,1,2.0
muhammadfiaz,1,1,10.0
mudler,1,1,1313.0
muamarkadafidev,1,1,12.0
Masa-Erland,1,1,3.0
msu-rcc-lair,1,3,82.0
msaad02,1,2,2.0
mrfakename,1,2,706.0
Martingkc,1,1,4.0
mp1704,1,1,1.0
Markr-AI,1,1,5.0
moxin-org,1,4,29.0
motionlabs,1,3,5.0
Manojb,1,1,0.0
mostafaamiri,1,1,4.0
Maincode,1,4,339.0
nameissakthi,1,1,0.0
nakodanei,1,1,45.0
najeebtpni001,1,1,0.0
naive-puzzle,1,3,13.0
nagrajn,1,1,0.0
myunghoonse,1,1,0.0
myselfsaurabh,1,2,14.0
Mahran4vp,1,1,0.0
Mahlia,1,1,14.0
myersjayt,1,1,0.0
mychen76,1,1,0.0
muzammil-eds,1,1,43.0
muskch032,1,1,0.0
Milos,1,1,27662.0
muralcode,1,1,0.0
nervmouse,1,1,8.0
neph1,1,4,147.0
neovalle,1,2,2.0
neody,1,1,0.0
neoai-inc,1,4,5.0
Milo91,1,1,1.0
nelsond,1,1,0.0
neifuisan,1,2,18.0
nehereus,1,1,0.0
Metaspectral,1,2,922.0
nc-ai-consortium,1,1,42.0
nayohan,1,1,3.0
nawhgnuj,1,1,2.0
natong19,1,10,1396.0
nasiruddin15,1,1,115.0
MetaIX,1,1,816.0
MesozoicMetallurgist,1,1,1.0
nguyenthetuyen,1,2,2.0
ngoan,1,6,8.0
nferruz,1,17,37568.0
nferroukhi,1,1,7.0
nextvalueup,1,1,0.0
newsmediabias,1,1,1.0
MergeFuel,1,1,26.0
Menlo,1,1,2.0
Azrail,1,1,11.0
Ayushnangia,1,1,3.0
AwesomeDWNJ,1,1,3.0
MehdiHosseiniMoghadam,1,2,0.0
AustinM0rgan,1,1,0.0
Aurelea,1,1,0.0
August4293,1,3,2.0
nnethercott,1,2,10.0
nmcco,1,1,2.0
nlpai-lab,1,1,167.0
nlp-waseda,1,1,4.0
nllg,1,1,36.0
McClain,1,1,213.0
Maykeye,1,45,95128.0
niznik-dev,1,1,0.0
nitky,1,1,2.0
nis12ram,1,1,2.0
MayaPH,1,5,929.0
nirajandhakal,1,1,20.0
Morpheus-Function-Calling,1,1,2.0
nikitastheo,1,1,2.0
nightscape,1,1,4.0
Monero,1,2,1536.0
Mohit-3430,1,1,5.0
nsuruguay05,1,2,2.0
nsarrazin,1,1,46.0
nreHieW,1,1,724.0
nqdhocai,1,2,6.0
nouamanetazi,1,1,0.0
notzero,1,1,2.0
notstoic,1,2,0.0
notbdq,1,1,34.0
norallm,1,1,2156.0
nopeno600321,1,1,1.0
noname0202,1,1,0.0
MohamedRashad,1,31,3970.0
ModelOrganismsForEM,1,6,67.0
noaebbot,1,1,4.0
nntoan209,1,1,0.0
omparghale,1,1,3.0
omezzinemariem,1,1,0.0
olusegunola,1,2,0.0
oliveirabruno01,1,1,2.0
okono,1,1,0.0
ModelCloud,1,2,7.0
Mjlehtim,1,1,3.0
Mithilhf01,1,1,4.0
offtoung,1,1,9.0
Minhhltse150305,1,1,0.0
Minami-su,1,2,132.0
MilyaShams,1,1,1.0
nursimakgul,1,1,0.0
nur-dev,1,1,0.0
nuprl,1,1,6.0
ntnu-smil,1,1,1.0
Artvv,1,1,1.0
ArmGPT,1,5,0.0
HuggingFaceFW,1,1,434.0
Arko007,1,1,0.0
Hoyeon,1,1,0.0
opencsg,1,1,4.0
HooshvareLab,1,2,868.0
openGPT-X,1,1,347.0
open-r1,1,17,17.0
Honkware,1,1,2.0
oobabooga,1,7,9009.0
Hon-Wong,1,1,161.0
oneonlee,1,1,0.0
one-man-army,1,3,869.0
ondevicellm,1,1,0.0
omsr,1,1,0.0
osmosis-ai,1,2,17.0
Hodginson,1,1,0.0
MrDragonFox,1,1,1.0
orange67,1,2,0.0
opus-research,1,2,28.0
optimum-internal-testing,1,1,10270.0
optimum,1,5,134.0
AtAndDev,1,1,718.0
MrBananaHuman,1,1,4.0
Mr-Vicky-01,1,1,2.0
MoxoffSrL,1,2,1294.0
Asit03,1,1,1.0
Ashwin999,1,3,0.0
Ashikan,1,3,163.0
ArunSamespace,1,1,2.0
Arun63,1,1,0.0
pawin205,1,2,1.0
pavanKumar2004,1,1,2.0
pavan01729,1,3,5.0
pauhidalgoo,1,2,3.0
patched-codes,1,1,15.0
parsak,1,2,7.0
parsa-mhmdi,1,1,0.0
parlance-labs,1,1,1.0
paraschopra,1,2,1.0
panxinyang,1,1,3.0
panikos,1,1,5.0
paloalma,1,1,16593.0
oz1115,1,1,2.0
Movidlona,1,3,2.0
owlninjam,1,2,26.0
ouzkaan,1,1,2.0
MotherEarth,1,6,1.0
pharaouk,1,1,112.0
Mostafa8Mehrabi,1,6,1.0
phamtungthuy,1,1,1.0
phammminhhieu,1,1,412.0
Moses25,1,1,8.0
pgajo,1,1,4.0
petkopetkov,1,2,0.0
person123,1,1,1.0
perlthoughts,1,3,727.0
perctrix,1,1,0.0
pentagoniac,1,3,39.0
peiyi9979,1,2,5076.0
NFX74,1,1,0.0
pechaut,1,1,0.0
pdsdpo,1,1,9.0
Munia-ak,1,1,0.0
poojavalecha09,1,1,4.0
MrOvkill,1,1,1.0
polinasch,1,1,2.0
pmakiela,1,1,0.0
Hypersniper,1,1,4.0
HyperbeeAI,1,2,783.0
Hyper-AI-Computer,1,1,1.0
pinkyponky,1,1,767.0
pinkmanlove,1,1,22.0
pierreguillou,1,8,11607.0
phxia,1,1,3.0
phuongntc,1,1,1.0
phongtintruong,1,2,7.0
Hvsq,1,1,0.0
philippelaban,1,2,90.0
qing-yao,1,8,0.0
qikp,1,1,39.0
qbmrg858,1,1,10.0
pxyyy,1,1,2.0
Hurairahengg,1,1,3.0
Hugofernandez,1,2,46.0
HuggingFaceM4,1,1,255591.0
HuggingFaceH4,1,1,60051.0
probabl-ai,1,1,3.0
prince-canuma,1,12,6.0
NerooChan,1,1,3.0
pranavajay,1,1,0.0
prakhar146,1,1,85.0
prajwalcr,1,1,3.0
pradeepannepu,1,3,77.0
ppuuttyy,1,1,1.0
rayonlabs,1,1,1.0
Neooooo,1,1,2.0
ranwakhaled,1,1,0.0
rajuptvs,1,1,3.0
rajeevrr47,1,1,0.0
raicrits,1,1,1786.0
Narednra,1,1,1.0
rafalis,1,1,0.0
rafajafa,1,1,2.0
rKn7,1,1,0.0
r3m3c3,1,1,5.0
qzhang-2024,1,5,1.0
qwopqwop,1,1,3.0
NaniDAO,1,1,1.0
Nanbeige,1,25,3996.0
qkrqudwn2,1,1,0.0
refuelai,1,20,8587.0
NanQiangHF,1,1,2.0
redrussianarmy,1,5,200.0
Naman0807,1,1,0.0
redmint,1,1,1.0
redav,1,3,1.0
recoilme,1,1,29.0
Nagharjun17,1,2,3.0
reciprocate,1,1,0.0
reasonwang,1,1,4.0
realmplay,1,1,5.0
Nacho-Cola,1,1,0.0
realYinkaIyiola,1,1,4.0
NaA-IA,1,1,7.0
rbgo,1,1,4.0
rbc33,1,3,3.0
AnnaelleMyriam,1,1,1.0
AnimateBow4809,1,1,4.0
AndresR2909,1,1,28.0
AndresCamargo,1,1,0.0
Na0s,1,2,5.0
Anandnrnnffn,1,2,362.0
riple-saanvi-lab,1,2,1.0
riotu-lab,1,2,19.0
ridger,1,1,1685.0
ricostaedeli,1,1,4.0
NGalrion,1,1,12.0
Heng666,1,1,3.0
Hemanth-thunder,1,2,226.0
rhplus0831,1,1,2.0
HassaanSeeker,1,2,0.0
rfrancu,1,1,0.0
Nitish035,1,1,0.0
romanoza,1,1,2.0
rocker417,1,1,9.0
robowaifudev,1,1,4060.0
Ninjacart,1,1,0.0
robinsmits,1,2,115.0
rnnandi,1,1,7.0
rishiraj,1,11,2837.0
ArcDevs,1,1,2.0
Arc53,1,6,111.0
AravindS373,1,1,5.0
Ar4ikov,1,1,88.0
Apex-X,1,1,0.0
Anwesh0127,1,1,3.0
AnuradhaPoddar,1,1,14.0
AnonymousLLMer,1,1,0.0
NingLab,1,1,6.0
Nikity,1,2,43.0
ruv,1,1,10614.0
NghiemAbe,1,1,2.0
ruliad,1,7,13.0
rudykrol,1,1,0.0
rudrashah,1,1,58.0
Nexus402,1,4,1.0
rtl-llm,1,1,0.0
rstar2-reproduce,1,7,3.0
rshrott,1,1,2.0
NeverSleepHistorical,1,3,3.0
rpreite,1,1,0.0
ross-dev,1,1,1.0
rootsec1,1,1,11.0
rookaw,1,1,1.0
NorwAI,1,1,1791.0
sanaridas,1,1,0.0
samroni,1,1,36.0
sampoorna42,1,1,4.0
Norvyn,1,1,21.0
saltlux,1,3,1137.0
sal076,1,1,4.0
NobodyExistsOnTheInternet,1,2,787.0
HikariLight,1,1,2.0
sabaridsnfuji,1,1,71.0
s3nh,1,1,2.0
s-sahoo,1,1,121.0
rzzhan,1,1,3.0
HighCWu,1,1,5.0
HeshamHaroon,1,1,19.0
ryzax,1,1,0.0
Henrychur,1,2,2619.0
sayantan0013,1,1,0.0
sawadikab,1,1,3.0
sauravpanda,1,1,0.0
HenryJJ,1,1,682.0
Olafangensan,1,15,9067.0
satpalsr,1,1,1.0
sarthakrw,1,2,4.0
sargetun,1,1,9.0
sardukar,1,1,1.0
saraprice,1,8,9.0
sarahlintang,1,2,129.0
sangjeedondrub,1,1,33.0
OdiaGenAI,1,67,8.0
OddTheGreat,1,2,4.0
sandeep1401,1,1,3.0
sh2orc,1,3,6.0
sfairXC,1,1,5.0
Obrolin,1,2,111.0
NyxKrage,1,3,22.0
NuclearnAI,1,2,0.0
NovoCode,1,1,783.0
selfcorrexp,1,1,1.0
NovachronoAI,1,1,4.0
sehe1121,1,1,0.0
segestic,1,1,24.0
NovaSearch,1,3,20250.0
securin,1,1,2.0
sdobson,1,1,3.0
sdhan,1,1,3.0
sdadas,1,1,1521.0
scrapegoat,1,1,1.0
shuvom,1,1,113.0
NotoriousH2,1,1,1.0
shresthagarwal,1,1,0.0
shpotes,1,1,17.0
shivank21,1,2,0.0
shivam9980,1,1,2.0
shishirsv,1,1,2.0
shimonbh,1,1,2.0
shibiyaj,1,2,2.0
GuelGaMesh01,1,1,22.0
Or4cl3-1,1,1,7.0
sharpbai,1,1,956.0
shailja,1,1,257.0
shahzebnaveed,1,1,112.0
shadowml,1,1,765.0
shadowlilac,1,2,1.0
smelborp,1,23,773.0
smart-dev-art,1,1,3.0
smallstepai,1,1,19.0
OpenPipe,1,126,927.0
skyjilygao,1,1,16.0
sky-2002,1,1,2.0
OpenNLPLab,1,1,8.0
skratos115,1,1,1.0
skbose,1,1,0.0
simplescaling,1,15,1271.0
silversword,1,1,0.0
silvercoder67,1,1,670.0
OpenMOSS-Team,1,1,12.0
OpenLemur,1,4,1676.0
siddhant7876,1,1,0.0
OpenLLM-France,1,13,202.0
AlirezaAbdollahpoor,1,1,0.0
OpenFinAL,1,1,0.0
AlgorithmicResearchGroup,1,2,4.0
soramikaduki,1,1,3.0
soob3123,1,3,4.0
sonthenguyen,1,1,0.0
soniox,1,1,672.0
OpenBuddyEA,1,3,1.0
OneGate,1,1,4.0
sohaibmanah,1,1,0.0
softwareweaver,1,1,1.0
snorkelai,1,7,685.0
snorbyte,1,14,499.0
smjain,1,2,1.0
OmnicromsBrain,1,1,6.0
smile2game,1,4,3.0
sreeramajay,1,19,776.0
squeeze-ai-lab,1,1,6.0
squarelike,1,2,4.0
OsLab2025,1,1,4.0
sparky353454,1,1,0.0
Orion-zhen,1,1,6.0
soynade-research,1,1,32.0
Ammad1Ali,1,1,3.0
Amir230703,1,2,0.0
Orelian,1,1,3.0
AmeerH,1,3,0.0
OrangeBox99,1,1,0.0
Alsebay,1,1,3.0
AlphaZero123,1,1,0.0
Creekside,1,1,5.0
Almawave,1,3,3357.0
stellarnurse,1,1,1.0
stefan-it,1,1,53.0
steerapi,1,4,3.0
starvector,1,1,59320.0
Haesteining,1,1,2.0
stanrom,1,1,5.0
stanford-oval,1,1,800.0
stanford-crfm,1,1,6664.0
stabgan,1,1,1.0
ssparsh36,1,3,0.0
Haary,1,1,1.0
sshleifer,1,11,639587.0
ssaryssane,1,1,3.0
ss93,1,3,0.0
srirag,1,3,56.0
sridhar1111111111111111,1,1,3.0
suriya7,1,1,22.0
surajpuku,1,1,20.0
HWERI,1,1,870.0
HPLT,1,2,4.0
sujet-ai,1,5,21.0
sugiken,1,1,49.0
sudhanshu746,1,2,1.0
subrit,1,1,35.0
subhashtalluri,1,1,4.0
HINT-lab,1,1,3.0
stukenov,1,2,60.0
student-abdullah,1,5,2.0
HAJERI,1,2,0.0
sthenno,1,1,1.0
stewy33,1,1,0.0
steve-cse,1,2,710.0
tanliboy,1,2,3.0
H-D-T,1,1,4.0
tamT5,1,1,42.0
talaviyabhavik,1,1,0.0
takano32,1,1,5.0
Gydoo,1,1,6.0
Gustavosta,1,1,8819.0
tachyphylaxis,1,1,4.0
t-bank-ai,1,1,1670.0
szymonrucinski,1,1,1293.0
syzymon,1,1,9.0
syafiqzufayri,1,1,2.0
swj0419,1,64,13.0
GusPuffy,1,1,3.0
swarup3204,1,2,1.0
susnato,1,1,20.0
AhmadHatam,1,1,0.0
Aharneish,1,1,7.0
Agaba-Embedded4,1,3,0.0
tensoropera,1,3,104.0
tencent-community,1,3,8.0
temporary0-0name,1,2,10.0
teka38,1,1,0.0
teilomillet,1,1,799.0
teddylee777,1,1,4.0
tdrussell,1,9,21.0
tckb,1,1,0.0
tbilisi-ai-lab,1,2,21.0
taylorj94,1,1,35.0
PepitaxX,1,1,1.0
tarikkaankoc7,1,1,3.0
tarabukinivan,1,1,4.0
Peeepy,1,1,1.0
tfabron,1,1,1.0
tezodipta,1,1,13.0
testmod,1,1,1.0
tesser-ai,1,5,2.0
terrycraddock,1,2,78.0
Pclanglais,1,1,16.0
AlfredPros,1,1,15.0
AlexVal,1,1,1.0
Alestin,1,1,12.0
AlekseyKorshuk,1,1,8.0
AlbertoB12,1,1,2.0
PatoFlamejanteTV,1,1,33.0
AiMavenAi,1,5,120.0
AiAF,1,1,0.0
Ai-Thalli,1,1,4.0
tog,1,1,5.0
tlqkhanh,1,1,0.0
PathFinderKR,1,1,0.0
ParthasarathyShanmugam,1,1,0.0
timdettmers,1,2,1559.0
tifa-benchmark,1,2,100.0
thmasquerade07,1,1,6.0
thirdeyeai,1,2,2.0
PLM-Team,1,2,5.0
theship87,1,2,1.0
PJMixers-Archive,1,2,0.0
theminji,1,1,10.0
thellumi,1,1,0.0
thejpdev,1,1,12.0
theguywhosucks,1,1,2.0
theGhoul21,1,1,3.0
turkgpt,1,1,3.0
PIXMELT,1,1,4.0
tugbatumer,1,1,0.0
tsilva,1,2,0.0
tsbiosky,1,1,0.0
trongg,1,2,0.0
trollek,1,4,4.0
PIPer-iclr,1,3,0.0
Owhslp,1,1,1.0
triplee,1,1,1.0
Prashasst,1,1,47.0
touqir,1,2,108.0
tonyshark,1,2,25.0
PrasannaMadiwar,1,1,80.0
tolevi,1,1,0.0
tokennext,1,1,0.0
Abdulvajid,1,1,0.0
Prajna1999,1,1,2.0
AXEUS,1,1,2.0
uni-tianyan,1,2,935.0
umiyuki,1,3,77.0
Praful932,1,2,0.0
umarigan,1,1,22.0
ujjawal077,1,1,2.0
uer,1,4,19291.0
